match,ensemble_id,organism,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
2,3,worm,10.0,219,0.0,20.791666666666668,6.430694444444445
2,3,worm,30.0,42,0.0,15.171875,4.595555555555555
2,2,worm,30.0,137,0.0,14.338541666666666,4.352916666666666
2,2,worm,30.0,219,0.0,15.473958333333334,4.684861111111111
2,2,worm,100.0,42,0.0,7.8125,2.2256944444444446
2,2,worm,100.0,137,0.020833333333333332,7.552083333333333,2.160416666666667
2,3,worm,350.0,42,0.4583333333333333,3.2786458333333335,0.8975
2,3,worm,350.0,137,0.5625,2.796875,0.81
2,3,worm,350.0,219,0.4375,3.5911458333333335,0.9844444444444445
2,3,worm,500.0,42,0.7291666666666666,2.3880208333333335,0.6622222222222223
2,3,worm,100.0,219,0.0,8.606770833333334,2.486111111111111
2,3,worm,200.0,42,0.16666666666666666,5.145833333333333,1.428611111111111
2,3,worm,200.0,137,0.1875,4.763020833333333,1.3491666666666666
2,3,worm,200.0,219,0.125,5.263020833333333,1.4759722222222222
2,3,worm,1000.0,219,0.9166666666666666,1.3671875,0.41083333333333333
2,3,worm,3000.0,42,0.9791666666666666,0.7734375,0.23430555555555554
2,3,worm,3000.0,137,0.9583333333333334,0.7786458333333334,0.23944444444444443
2,3,worm,3000.0,219,1.0,0.8515625,0.2540277777777778
2,4,worm,10.0,42,0.0,21.393229166666668,6.633333333333334
2,4,worm,10.0,137,0.0,20.424479166666668,6.4319444444444445
2,4,worm,10.0,219,0.0,21.723958333333332,6.774166666666667
2,4,worm,30.0,42,0.0,17.322916666666668,5.305694444444445
2,4,worm,100.0,219,0.0,9.703125,2.855138888888889
2,4,worm,200.0,42,0.16666666666666666,4.966145833333333,1.38375
2,4,worm,200.0,137,0.1875,4.791666666666667,1.3476388888888888
2,4,worm,200.0,219,0.1875,5.25,1.4691666666666667
2,5,worm,10.0,42,0.0,20.778645833333332,6.443888888888889
2,5,worm,10.0,137,0.0,20.005208333333332,6.270277777777777
2,5,worm,10.0,219,0.0,21.268229166666668,6.628472222222222
2,5,worm,30.0,42,0.0,16.125,4.924444444444444
2,5,worm,30.0,137,0.0,15.5390625,4.759722222222222
2,5,worm,30.0,219,0.0,17.291666666666668,5.282222222222222
2,5,worm,100.0,42,0.0,8.479166666666666,2.459861111111111
2,5,worm,100.0,137,0.0,7.7578125,2.276388888888889
2,4,worm,1000.0,219,1.0,0.5651041666666666,0.22777777777777777
2,4,worm,3000.0,42,1.0,0.125,0.12652777777777777
2,4,worm,3000.0,137,1.0,0.14583333333333334,0.12763888888888889
2,4,worm,3000.0,219,1.0,0.1640625,0.12944444444444445
2,5,worm,350.0,42,0.6458333333333334,2.3333333333333335,0.6547222222222222
2,5,worm,350.0,137,0.75,2.1223958333333335,0.6241666666666666
2,5,worm,350.0,219,0.6666666666666666,2.4921875,0.7023611111111111
2,5,worm,500.0,42,0.8958333333333334,1.4947916666666667,0.45263888888888887
2,4,worm,500.0,137,0.9375,1.2395833333333333,0.3997222222222222
2,4,worm,500.0,219,0.8125,1.4739583333333333,0.44166666666666665
2,4,worm,1000.0,42,1.0,0.5182291666666666,0.22333333333333333
2,4,worm,1000.0,137,1.0,0.5677083333333334,0.21833333333333332
2,4,worm,30.0,137,0.0,16.520833333333332,5.096111111111111
2,4,worm,30.0,219,0.0,18.106770833333332,5.582777777777777
2,4,worm,100.0,42,0.0,9.940104166666666,2.8930555555555557
2,4,worm,100.0,137,0.0,8.7734375,2.616111111111111
2,4,worm,350.0,42,0.6458333333333334,2.3072916666666665,0.6509722222222222
2,4,worm,350.0,137,0.7708333333333334,2.1432291666666665,0.6330555555555556
2,4,worm,350.0,219,0.6666666666666666,2.4895833333333335,0.7044444444444444
2,4,worm,500.0,42,0.9375,1.3723958333333333,0.42680555555555555
2,5,worm,100.0,219,0.0,8.713541666666666,2.519722222222222
2,5,worm,200.0,42,0.20833333333333334,4.5078125,1.24375
2,5,worm,200.0,137,0.3333333333333333,4.221354166666667,1.18625
2,5,worm,200.0,219,0.20833333333333334,4.7578125,1.3234722222222222
2,5,worm,1000.0,219,1.0,0.8307291666666666,0.2808333333333333
2,5,worm,3000.0,42,1.0,0.3776041666666667,0.16333333333333333
2,5,worm,3000.0,137,1.0,0.3541666666666667,0.15777777777777777
2,5,worm,3000.0,219,1.0,0.3697916666666667,0.16166666666666665
2,5,worm,500.0,137,0.9375,1.4114583333333333,0.44027777777777777
2,5,worm,500.0,219,0.7916666666666666,1.6484375,0.48597222222222225
2,5,worm,1000.0,42,0.9791666666666666,0.6744791666666666,0.25833333333333336
2,5,worm,1000.0,137,0.9791666666666666,0.7526041666666666,0.2634722222222222
2,6,worm,10.0,42,0.0,20.807291666666668,6.449166666666667
2,6,worm,10.0,137,0.0,19.958333333333332,6.260416666666667
2,6,worm,10.0,219,0.0,21.317708333333332,6.647638888888889
2,6,worm,30.0,42,0.0,16.1640625,4.944305555555555
2,6,worm,30.0,137,0.0,15.3515625,4.722361111111111
2,6,worm,30.0,219,0.0,17.299479166666668,5.282361111111111
2,6,worm,100.0,42,0.0,8.635416666666666,2.506527777777778
2,6,worm,100.0,137,0.0,8.0078125,2.3518055555555555
2,6,worm,100.0,219,0.0,8.848958333333334,2.58125
2,6,worm,200.0,42,0.1875,4.653645833333333,1.2886111111111112
2,6,worm,200.0,137,0.25,4.471354166666667,1.2573611111111112
2,6,worm,200.0,219,0.1875,4.893229166666667,1.3644444444444443
2,7,worm,100.0,219,0.0,9.986979166666666,2.9318055555555556
2,7,worm,200.0,42,0.0625,5.510416666666667,1.5483333333333333
2,7,worm,200.0,137,0.14583333333333334,5.1171875,1.4513888888888888
2,7,worm,200.0,219,0.10416666666666667,5.653645833333333,1.59125
2,7,worm,10.0,42,0.0,21.4140625,6.633333333333334
2,7,worm,10.0,137,0.0,20.328125,6.398472222222222
2,7,worm,10.0,219,0.0,21.890625,6.820416666666667
2,7,worm,30.0,42,0.0,17.591145833333332,5.373055555555555
2,7,worm,350.0,42,0.5208333333333334,2.9947916666666665,0.815
2,7,worm,350.0,137,0.5625,2.6197916666666665,0.7551388888888889
2,7,worm,350.0,219,0.5,3.1770833333333335,0.8752777777777778
2,7,worm,500.0,42,0.8125,1.8411458333333333,0.5263888888888889
2,6,worm,1000.0,219,1.0,0.859375,0.2902777777777778
2,6,worm,3000.0,42,1.0,0.3958333333333333,0.1676388888888889
2,6,worm,3000.0,137,1.0,0.3828125,0.16194444444444445
2,6,worm,3000.0,219,1.0,0.4114583333333333,0.1663888888888889
2,6,worm,500.0,137,0.9166666666666666,1.5234375,0.4609722222222222
2,6,worm,500.0,219,0.7708333333333334,1.7057291666666667,0.5047222222222222
2,6,worm,1000.0,42,0.9791666666666666,0.75,0.2697222222222222
2,6,worm,1000.0,137,1.0,0.765625,0.2652777777777778
2,7,worm,500.0,137,0.9375,1.7161458333333333,0.5120833333333333
2,7,worm,500.0,219,0.75,1.9088541666666667,0.5583333333333333
2,7,worm,1000.0,42,0.9791666666666666,0.8776041666666666,0.28694444444444445
2,7,worm,1000.0,137,0.9791666666666666,0.8671875,0.28708333333333336
2,6,worm,350.0,42,0.6041666666666666,2.4713541666666665,0.6859722222222222
2,6,worm,350.0,137,0.6875,2.2734375,0.6613888888888889
2,6,worm,350.0,219,0.6041666666666666,2.7083333333333335,0.7519444444444444
2,6,worm,500.0,42,0.875,1.6041666666666667,0.47444444444444445
2,7,worm,30.0,137,0.0,16.411458333333332,5.074305555555555
2,7,worm,30.0,219,0.0,18.140625,5.581111111111111
2,7,worm,100.0,42,0.0,10.057291666666666,2.9252777777777776
2,7,worm,100.0,137,0.0,9.049479166666666,2.6840277777777777
2,7,worm,1000.0,219,1.0,0.9427083333333334,0.30333333333333334
2,7,worm,3000.0,42,1.0,0.3854166666666667,0.16319444444444445
2,7,worm,3000.0,137,1.0,0.421875,0.16902777777777778
2,7,worm,3000.0,219,1.0,0.5,0.17791666666666667
2,8,worm,100.0,219,0.0,10.005208333333334,2.95375
2,8,worm,200.0,42,0.0625,5.666666666666667,1.5994444444444444
2,8,worm,200.0,137,0.125,5.388020833333333,1.5259722222222223
2,8,worm,200.0,219,0.08333333333333333,5.903645833333333,1.6668055555555557
2,8,worm,350.0,42,0.4791666666666667,3.1041666666666665,0.8551388888888889
2,8,worm,350.0,137,0.5208333333333334,2.8098958333333335,0.8076388888888889
2,8,worm,350.0,219,0.4583333333333333,3.3697916666666665,0.9270833333333334
2,8,worm,500.0,42,0.8541666666666666,1.7838541666666667,0.5222222222222223
2,9,worm,10.0,42,0.0,21.453125,6.657222222222222
2,9,worm,10.0,137,0.0,20.3359375,6.410277777777778
2,9,worm,10.0,219,0.0,21.729166666666668,6.784583333333333
2,9,worm,30.0,42,0.0,17.4921875,5.373888888888889
2,9,worm,100.0,219,0.0,10.6171875,3.131111111111111
2,9,worm,200.0,42,0.0625,5.9609375,1.675138888888889
2,9,worm,200.0,137,0.10416666666666667,5.658854166666667,1.6034722222222222
2,9,worm,200.0,219,0.08333333333333333,6.03125,1.7116666666666667
2,8,worm,10.0,42,0.0,21.088541666666668,6.542916666666667
2,8,worm,10.0,137,0.0,19.697916666666668,6.213055555555556
2,8,worm,10.0,219,0.0,21.403645833333332,6.683472222222222
2,8,worm,30.0,42,0.0,16.885416666666668,5.175277777777778
2,8,worm,30.0,137,0.0,16.078125,4.955277777777778
2,8,worm,30.0,219,0.0,17.744791666666668,5.466111111111111
2,8,worm,100.0,42,0.0,10.049479166666666,2.93625
2,8,worm,100.0,137,0.0,8.895833333333334,2.6606944444444443
2,8,worm,1000.0,219,0.9791666666666666,0.9140625,0.29986111111111113
2,8,worm,3000.0,42,1.0,0.2994791666666667,0.15486111111111112
2,8,worm,3000.0,137,1.0,0.2760416666666667,0.15013888888888888
2,8,worm,3000.0,219,1.0,0.2864583333333333,0.15208333333333332
2,8,worm,500.0,137,0.9166666666666666,1.6848958333333333,0.5131944444444444
2,8,worm,500.0,219,0.75,1.8723958333333333,0.5569444444444445
2,8,worm,1000.0,42,0.9791666666666666,0.7265625,0.27944444444444444
2,8,worm,1000.0,137,0.9791666666666666,0.8098958333333334,0.2761111111111111
2,9,worm,30.0,137,0.0,16.598958333333332,5.144722222222223
2,9,worm,30.0,219,0.0,17.986979166666668,5.567777777777778
2,9,worm,100.0,42,0.0,10.549479166666666,3.0880555555555556
2,9,worm,100.0,137,0.0,9.388020833333334,2.80375
2,9,worm,350.0,42,0.4791666666666667,3.1770833333333335,0.8677777777777778
2,9,worm,350.0,137,0.5,2.8255208333333335,0.8133333333333334
2,9,worm,350.0,219,0.4583333333333333,3.3567708333333335,0.9305555555555556
2,9,worm,500.0,42,0.8541666666666666,1.78125,0.5190277777777778
2,10,worm,10.0,42,0.0,21.1484375,6.559861111111111
2,10,worm,10.0,137,0.0,19.901041666666668,6.272638888888889
2,10,worm,10.0,219,0.0,21.588541666666668,6.731388888888889
2,10,worm,30.0,42,0.0,16.973958333333332,5.200972222222222
2,9,worm,500.0,137,0.9166666666666666,1.7135416666666667,0.5159722222222223
2,9,worm,500.0,219,0.75,1.8567708333333333,0.5527777777777778
2,9,worm,1000.0,42,0.9791666666666666,0.6953125,0.2688888888888889
2,9,worm,1000.0,137,0.9791666666666666,0.7734375,0.27
2,10,worm,30.0,137,0.0,16.2109375,4.991666666666666
2,10,worm,30.0,219,0.0,17.934895833333332,5.519444444444445
2,10,worm,100.0,42,0.0,9.690104166666666,2.8359722222222223
2,10,worm,100.0,137,0.0,8.7890625,2.6266666666666665
2,10,worm,350.0,42,0.5208333333333334,2.9166666666666665,0.7981944444444444
2,10,worm,350.0,137,0.5833333333333334,2.5833333333333335,0.7413888888888889
2,10,worm,350.0,219,0.5,3.0833333333333335,0.8498611111111111
2,10,worm,500.0,42,0.8333333333333334,1.7239583333333333,0.5
2,9,worm,1000.0,219,1.0,0.8645833333333334,0.2923611111111111
2,9,worm,3000.0,42,1.0,0.2916666666666667,0.15097222222222223
2,9,worm,3000.0,137,1.0,0.296875,0.1502777777777778
2,9,worm,3000.0,219,1.0,0.3125,0.15375
2,10,worm,500.0,137,0.9166666666666666,1.6432291666666667,0.4920833333333333
2,10,worm,500.0,219,0.75,1.7890625,0.5261111111111111
2,10,worm,1000.0,42,0.9791666666666666,0.7552083333333334,0.2679166666666667
2,10,worm,1000.0,137,1.0,0.7317708333333334,0.2579166666666667
2,11,worm,10.0,42,0.0,21.317708333333332,6.6066666666666665
2,11,worm,10.0,137,0.0,20.46875,6.448888888888889
2,11,worm,10.0,219,0.0,21.9765625,6.8436111111111115
2,11,worm,30.0,42,0.0,17.651041666666668,5.394861111111111
2,10,worm,100.0,219,0.0,9.8125,2.888611111111111
2,10,worm,200.0,42,0.10416666666666667,5.361979166666667,1.5129166666666667
2,10,worm,200.0,137,0.14583333333333334,5.190104166666667,1.4645833333333333
2,10,worm,200.0,219,0.125,5.549479166666667,1.570138888888889
2,11,worm,30.0,137,0.0,16.651041666666668,5.151527777777778
2,11,worm,30.0,219,0.0,18.2734375,5.620555555555556
2,11,worm,100.0,42,0.0,10.2421875,2.99625
2,11,worm,100.0,137,0.0,9.278645833333334,2.7608333333333333
2,10,worm,1000.0,219,1.0,0.8463541666666666,0.2841666666666667
2,10,worm,3000.0,42,1.0,0.3463541666666667,0.15805555555555556
2,10,worm,3000.0,137,1.0,0.3307291666666667,0.15263888888888888
2,10,worm,3000.0,219,1.0,0.3229166666666667,0.15527777777777776
2,11,worm,500.0,137,0.7708333333333334,2.1145833333333335,0.6148611111111111
2,11,worm,500.0,219,0.6458333333333334,2.359375,0.66875
2,11,worm,1000.0,42,0.9791666666666666,1.1223958333333333,0.3368055555555556
2,11,worm,1000.0,137,0.9583333333333334,1.078125,0.33694444444444444
2,11,worm,350.0,42,0.4375,3.40625,0.9341666666666667
2,11,worm,350.0,137,0.5416666666666666,2.8463541666666665,0.8323611111111111
2,11,worm,350.0,219,0.375,3.7109375,1.0208333333333333
2,11,worm,500.0,42,0.75,2.2473958333333335,0.6294444444444445
2,12,worm,10.0,42,0.0,20.6796875,6.386388888888889
2,12,worm,10.0,137,0.0,20.125,6.277361111111111
2,12,worm,10.0,219,0.0,21.026041666666668,6.534583333333333
2,12,worm,30.0,42,0.0,15.731770833333334,4.750277777777778
2,11,worm,1000.0,219,0.9583333333333334,1.1588541666666667,0.3547222222222222
2,11,worm,3000.0,42,0.9791666666666666,0.5182291666666666,0.18847222222222224
2,11,worm,3000.0,137,1.0,0.4895833333333333,0.18458333333333332
2,11,worm,3000.0,219,1.0,0.6171875,0.20430555555555555
2,11,worm,100.0,219,0.0,10.302083333333334,3.033472222222222
2,11,worm,200.0,42,0.0625,5.971354166666667,1.6781944444444445
2,11,worm,200.0,137,0.10416666666666667,5.536458333333333,1.5765277777777778
2,11,worm,200.0,219,0.08333333333333333,5.9921875,1.7019444444444445
2,12,worm,30.0,137,0.0,14.947916666666666,4.550694444444445
2,12,worm,30.0,219,0.0,16.111979166666668,4.907638888888889
2,12,worm,100.0,42,0.0,8.075520833333334,2.3093055555555555
2,12,worm,100.0,137,0.020833333333333332,7.692708333333333,2.1993055555555556
2,12,worm,100.0,219,0.020833333333333332,7.942708333333333,2.2875
2,12,worm,200.0,42,0.22916666666666666,4.369791666666667,1.1922222222222223
2,12,worm,200.0,137,0.3333333333333333,3.9765625,1.1194444444444445
2,12,worm,200.0,219,0.25,4.4921875,1.252361111111111
2,12,worm,350.0,42,0.625,2.3307291666666665,0.6545833333333333
2,12,worm,350.0,137,0.75,2.140625,0.63
2,12,worm,350.0,219,0.6458333333333334,2.4869791666666665,0.7036111111111111
2,12,worm,500.0,42,0.875,1.609375,0.47347222222222224
2,12,worm,1000.0,219,1.0,0.9140625,0.2966666666666667
2,12,worm,3000.0,42,1.0,0.4088541666666667,0.17069444444444445
2,12,worm,3000.0,137,0.9791666666666666,0.4947916666666667,0.18333333333333332
2,12,worm,3000.0,219,1.0,0.5130208333333334,0.18375
2,13,worm,10.0,42,0.0,21.0078125,6.519583333333333
2,13,worm,10.0,137,0.0,19.651041666666668,6.197916666666667
2,13,worm,10.0,219,0.0,21.4296875,6.689722222222223
2,13,worm,30.0,42,0.0,16.919270833333332,5.182638888888889
2,12,worm,500.0,137,0.9166666666666666,1.4869791666666667,0.45472222222222225
2,12,worm,500.0,219,0.7708333333333334,1.7083333333333333,0.5030555555555556
2,12,worm,1000.0,42,0.9791666666666666,0.8984375,0.28930555555555554
2,12,worm,1000.0,137,0.9791666666666666,0.8515625,0.28319444444444447
2,13,worm,1000.0,219,1.0,0.6510416666666666,0.2465277777777778
2,13,worm,3000.0,42,1.0,0.17708333333333334,0.13555555555555557
2,13,worm,3000.0,137,1.0,0.15364583333333334,0.13277777777777777
2,13,worm,3000.0,219,1.0,0.171875,0.1348611111111111
2,13,worm,350.0,42,0.6041666666666666,2.4921875,0.6908333333333333
2,13,worm,350.0,137,0.7083333333333334,2.2604166666666665,0.6588888888888889
2,13,worm,350.0,219,0.6041666666666666,2.7057291666666665,0.7527777777777778
2,13,worm,500.0,42,0.8958333333333334,1.46875,0.4477777777777778
2,13,worm,30.0,137,0.0,15.997395833333334,4.923611111111111
2,13,worm,30.0,219,0.0,17.5078125,5.39875
2,13,worm,100.0,42,0.0,9.364583333333334,2.7319444444444443
2,13,worm,100.0,137,0.0,8.692708333333334,2.585138888888889
2,14,worm,10.0,42,0.0,20.6796875,6.3822222222222225
2,14,worm,10.0,137,0.0,20.059895833333332,6.2572222222222225
2,14,worm,10.0,219,0.0,20.984375,6.5152777777777775
2,14,worm,30.0,42,0.0,15.747395833333334,4.751944444444445
2,13,worm,100.0,219,0.0,9.59375,2.8105555555555557
2,13,worm,200.0,42,0.14583333333333334,4.979166666666667,1.3952777777777778
2,13,worm,200.0,137,0.1875,4.828125,1.3559722222222221
2,13,worm,200.0,219,0.1875,5.244791666666667,1.4743055555555555
2,14,worm,30.0,137,0.0,14.877604166666666,4.527638888888889
2,14,worm,30.0,219,0.0,16.020833333333332,4.879861111111111
2,14,worm,100.0,42,0.0,8.111979166666666,2.3133333333333335
2,14,worm,100.0,137,0.020833333333333332,7.6953125,2.20375
2,13,worm,500.0,137,0.9375,1.3776041666666667,0.4313888888888889
2,13,worm,500.0,219,0.8125,1.5598958333333333,0.4701388888888889
2,13,worm,1000.0,42,1.0,0.5703125,0.23819444444444443
2,13,worm,1000.0,137,1.0,0.5885416666666666,0.23055555555555557
2,15,worm,10.0,42,0.0,21.104166666666668,6.548472222222222
2,15,worm,10.0,137,0.0,19.932291666666668,6.276805555555556
2,15,worm,10.0,219,0.0,21.580729166666668,6.7276388888888885
2,15,worm,30.0,42,0.0,16.901041666666668,5.174305555555556
2,14,worm,100.0,219,0.020833333333333332,8.098958333333334,2.3305555555555557
2,14,worm,200.0,42,0.20833333333333334,4.510416666666667,1.227638888888889
2,14,worm,200.0,137,0.3125,3.9296875,1.1205555555555555
2,14,worm,200.0,219,0.20833333333333334,4.627604166666667,1.2845833333333334
2,14,worm,350.0,42,0.6041666666666666,2.46875,0.6897222222222222
2,14,worm,350.0,137,0.6666666666666666,2.2682291666666665,0.665
2,14,worm,350.0,219,0.6458333333333334,2.6536458333333335,0.7456944444444444
2,14,worm,500.0,42,0.8541666666666666,1.6953125,0.4940277777777778
2,14,worm,1000.0,219,0.9583333333333334,1.0130208333333333,0.32375
2,14,worm,3000.0,42,0.9791666666666666,0.4869791666666667,0.18430555555555556
2,14,worm,3000.0,137,0.9791666666666666,0.5130208333333334,0.18805555555555556
2,14,worm,3000.0,219,1.0,0.5703125,0.19583333333333333
2,14,worm,500.0,137,0.9166666666666666,1.6067708333333333,0.4884722222222222
2,14,worm,500.0,219,0.7708333333333334,1.7734375,0.5288888888888889
2,14,worm,1000.0,42,0.9791666666666666,0.921875,0.29986111111111113
2,14,worm,1000.0,137,0.9791666666666666,0.8984375,0.29944444444444446
2,15,worm,500.0,137,0.9583333333333334,1.2526041666666667,0.4036111111111111
2,15,worm,500.0,219,0.8333333333333334,1.4895833333333333,0.4490277777777778
2,15,worm,1000.0,42,1.0,0.5338541666666666,0.22972222222222222
2,15,worm,1000.0,137,1.0,0.5651041666666666,0.22277777777777777
2,15,worm,100.0,219,0.0,9.270833333333334,2.72
2,15,worm,200.0,42,0.16666666666666666,4.8515625,1.3476388888888888
2,15,worm,200.0,137,0.20833333333333334,4.6796875,1.3083333333333333
2,15,worm,200.0,219,0.1875,5.010416666666667,1.399861111111111
2,15,worm,30.0,137,0.0,16.0078125,4.926944444444445
2,15,worm,30.0,219,0.0,17.596354166666668,5.414166666666667
2,15,worm,100.0,42,0.0,8.986979166666666,2.625138888888889
2,15,worm,100.0,137,0.0,8.510416666666666,2.5131944444444443
2,15,worm,350.0,42,0.6458333333333334,2.3125,0.6491666666666667
2,15,worm,350.0,137,0.7916666666666666,2.0703125,0.6145833333333334
2,15,worm,350.0,219,0.6666666666666666,2.4401041666666665,0.6916666666666667
2,15,worm,500.0,42,0.9375,1.3333333333333333,0.42138888888888887
2,15,worm,1000.0,219,1.0,0.5625,0.2336111111111111
2,15,worm,3000.0,42,1.0,0.14583333333333334,0.1325
2,15,worm,3000.0,137,1.0,0.14322916666666666,0.13111111111111112
2,15,worm,3000.0,219,1.0,0.16927083333333334,0.13291666666666666
2,16,worm,500.0,137,0.9375,1.3645833333333333,0.42569444444444443
2,16,worm,500.0,219,0.7916666666666666,1.5989583333333333,0.4751388888888889
2,16,worm,1000.0,42,0.9791666666666666,0.625,0.24708333333333332
2,16,worm,1000.0,137,0.9791666666666666,0.6770833333333334,0.24694444444444444
2,16,worm,30.0,137,0.0,15.502604166666666,4.779027777777777
2,16,worm,30.0,219,0.0,17.247395833333332,5.295972222222222
2,16,worm,100.0,42,0.0,8.71875,2.5433333333333334
2,16,worm,100.0,137,0.0,8.364583333333334,2.4693055555555556
2,16,worm,10.0,42,0.0,21.088541666666668,6.5320833333333335
2,16,worm,10.0,137,0.0,19.606770833333332,6.172361111111111
2,16,worm,10.0,219,0.0,21.380208333333332,6.670416666666667
2,16,worm,30.0,42,0.0,16.627604166666668,5.081111111111111
2,16,worm,100.0,219,0.0,9.052083333333334,2.6530555555555555
2,16,worm,200.0,42,0.14583333333333334,4.825520833333333,1.3379166666666666
