match_level,ensemble_id,organism,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
1,2,worm,10.0,42,0.0,23.5078125,7.424166666666666
1,2,worm,10.0,137,0.0,22.640625,7.221111111111111
1,2,worm,10.0,219,0.0,23.6875,7.510555555555555
1,2,worm,30.0,42,0.0,23.169270833333332,7.3879166666666665
1,2,worm,350.0,42,0.0,16.979166666666668,5.880833333333333
1,2,worm,350.0,137,0.0,15.28125,5.353055555555556
1,2,worm,350.0,219,0.0,16.609375,5.8284722222222225
1,2,worm,500.0,42,0.0,15.294270833333334,5.375555555555556
1,2,worm,1000.0,219,0.0,11.588541666666666,4.196111111111111
1,2,worm,3000.0,42,0.125,7.53125,2.7725
1,2,worm,3000.0,137,0.0,7.114583333333333,2.647777777777778
1,2,worm,3000.0,219,0.0625,7.533854166666667,2.7980555555555555
1,3,worm,10.0,42,0.0,23.255208333333332,7.309027777777778
1,3,worm,10.0,137,0.0,22.5546875,7.150555555555556
1,3,worm,10.0,219,0.0,23.075520833333332,7.286944444444444
1,3,worm,30.0,42,0.0,22.458333333333332,7.0905555555555555
1,2,worm,500.0,137,0.0,14.104166666666666,4.9752777777777775
1,2,worm,500.0,219,0.0,15.015625,5.3597222222222225
1,2,worm,1000.0,42,0.0,12.033854166666666,4.326944444444444
1,2,worm,1000.0,137,0.0,10.2890625,3.7420833333333334
1,3,worm,500.0,137,0.0,12.221354166666666,4.2243055555555555
1,3,worm,500.0,219,0.0,13.4453125,4.664305555555556
1,3,worm,1000.0,42,0.0,10.825520833333334,3.8380555555555556
1,3,worm,1000.0,137,0.0,9.9609375,3.5722222222222224
1,3,worm,30.0,137,0.0,20.721354166666668,6.656944444444444
1,3,worm,30.0,219,0.0,22.510416666666668,7.14625
1,3,worm,100.0,42,0.0,19.34375,6.230138888888889
1,3,worm,100.0,137,0.0,18.8671875,6.1443055555555555
1,4,worm,30.0,137,0.0,16.044270833333332,4.9934722222222225
1,4,worm,30.0,219,0.0,17.557291666666668,5.442361111111111
1,4,worm,100.0,42,0.0,10.432291666666666,3.11875
1,4,worm,100.0,137,0.0,9.700520833333334,2.9293055555555556
1,3,worm,100.0,219,0.0,20.346354166666668,6.573472222222223
1,3,worm,200.0,42,0.0,16.924479166666668,5.56875
1,3,worm,200.0,137,0.0,16.2109375,5.392916666666666
1,3,worm,200.0,219,0.0,17.59375,5.816666666666666
1,3,worm,350.0,42,0.0,15.072916666666666,5.08625
1,3,worm,350.0,137,0.0,14.020833333333334,4.763194444444444
1,3,worm,350.0,219,0.0,15.0546875,5.122083333333333
1,3,worm,500.0,42,0.0,12.692708333333334,4.393888888888889
1,3,worm,1000.0,219,0.0,10.572916666666666,3.799861111111111
1,3,worm,3000.0,42,0.10416666666666667,7.229166666666667,2.698611111111111
1,3,worm,3000.0,137,0.0,7.158854166666667,2.698888888888889
1,3,worm,3000.0,219,0.0625,7.71875,2.9045833333333335
1,4,worm,100.0,219,0.0,10.6015625,3.1905555555555556
1,4,worm,200.0,42,0.041666666666666664,6.8828125,2.0027777777777778
1,4,worm,200.0,137,0.125,6.388020833333333,1.875138888888889
1,4,worm,200.0,219,0.041666666666666664,7.145833333333333,2.07625
1,4,worm,10.0,42,0.0,21.3359375,6.612638888888889
1,4,worm,10.0,137,0.0,19.916666666666668,6.2676388888888885
1,4,worm,10.0,219,0.0,21.252604166666668,6.6561111111111115
1,4,worm,30.0,42,0.0,16.736979166666668,5.174444444444444
1,4,worm,350.0,42,0.2916666666666667,4.466145833333333,1.247638888888889
1,4,worm,350.0,137,0.3541666666666667,4.122395833333333,1.1858333333333333
1,4,worm,350.0,219,0.3125,4.192708333333333,1.2143055555555555
1,4,worm,500.0,42,0.4791666666666667,3.3697916666666665,0.9330555555555555
1,4,worm,500.0,137,0.5208333333333334,3.2447916666666665,0.9059722222222222
1,4,worm,500.0,219,0.3958333333333333,3.5911458333333335,0.9944444444444445
1,4,worm,1000.0,42,0.8125,1.7864583333333333,0.49375
1,4,worm,1000.0,137,0.875,1.828125,0.5080555555555556
1,5,worm,350.0,42,0.0,18.776041666666668,6.557083333333333
1,5,worm,350.0,137,0.0,17.229166666666668,6.114027777777777
1,5,worm,350.0,219,0.0,19.4453125,6.866944444444444
1,5,worm,500.0,42,0.0,16.825520833333332,5.9998611111111115
1,4,worm,1000.0,219,0.8333333333333334,1.7005208333333333,0.48736111111111113
1,4,worm,3000.0,42,1.0,0.7447916666666666,0.2298611111111111
1,4,worm,3000.0,137,0.9791666666666666,0.9296875,0.2663888888888889
1,4,worm,3000.0,219,0.9791666666666666,0.9557291666666666,0.2773611111111111
1,6,worm,350.0,42,0.0,8.604166666666666,2.5093055555555557
1,6,worm,350.0,137,0.041666666666666664,7.760416666666667,2.305972222222222
1,6,worm,350.0,219,0.0,8.736979166666666,2.564861111111111
1,6,worm,500.0,42,0.020833333333333332,6.6875,1.9216666666666666
1,6,worm,30.0,137,0.0,19.348958333333332,6.076527777777778
1,6,worm,30.0,219,0.0,20.9453125,6.547083333333333
1,6,worm,100.0,42,0.0,15.40625,4.706944444444445
1,6,worm,100.0,137,0.0,14.546875,4.493194444444445
1,5,worm,30.0,137,0.0,22.3046875,7.235277777777778
1,5,worm,30.0,219,0.0,24.200520833333332,7.779027777777777
1,5,worm,100.0,42,0.0,23.138020833333332,7.63375
1,5,worm,100.0,137,0.0,21.7578125,7.29875
1,5,worm,10.0,42,0.0,23.666666666666668,7.481805555555556
1,5,worm,10.0,137,0.0,22.692708333333332,7.250694444444444
1,5,worm,10.0,219,0.0,23.8046875,7.542361111111111
1,5,worm,30.0,42,0.0,23.533854166666668,7.547361111111111
1,6,worm,500.0,137,0.10416666666666667,6.263020833333333,1.8169444444444445
1,6,worm,500.0,219,0.041666666666666664,6.911458333333333,1.9951388888888888
1,6,worm,1000.0,42,0.3333333333333333,4.0703125,1.1256944444444446
1,6,worm,1000.0,137,0.4166666666666667,3.7552083333333335,1.0606944444444444
1,5,worm,100.0,219,0.0,23.989583333333332,7.945416666666667
1,5,worm,200.0,42,0.0,21.25,7.2404166666666665
1,5,worm,200.0,137,0.0,20.088541666666668,6.908611111111111
1,5,worm,200.0,219,0.0,21.434895833333332,7.379305555555556
1,5,worm,1000.0,219,0.0,13.122395833333334,4.83125
1,5,worm,3000.0,42,0.08333333333333333,7.940104166666667,2.9883333333333333
1,5,worm,3000.0,137,0.0,7.598958333333333,2.8954166666666667
1,5,worm,3000.0,219,0.0625,8.208333333333334,3.1105555555555555
1,5,worm,500.0,137,0.0,15.544270833333334,5.564166666666667
1,5,worm,500.0,219,0.0,16.768229166666668,6.05
1,5,worm,1000.0,42,0.0,12.973958333333334,4.7252777777777775
1,5,worm,1000.0,137,0.0,11.4296875,4.219027777777778
1,6,worm,10.0,42,0.0,22.822916666666668,7.1090277777777775
1,6,worm,10.0,137,0.0,21.697916666666668,6.832222222222223
1,6,worm,10.0,219,0.0,22.533854166666668,7.093055555555556
1,6,worm,30.0,42,0.0,20.552083333333332,6.367361111111111
1,6,worm,1000.0,219,0.4375,3.8776041666666665,1.1031944444444444
1,6,worm,3000.0,42,0.7916666666666666,1.9244791666666667,0.5283333333333333
1,6,worm,3000.0,137,0.7916666666666666,1.9453125,0.5325
1,6,worm,3000.0,219,0.7916666666666666,1.7421875,0.49680555555555556
1,6,worm,100.0,219,0.0,16.0703125,4.915694444444444
1,6,worm,200.0,42,0.0,11.611979166666666,3.4756944444444446
1,6,worm,200.0,137,0.0,10.96875,3.3204166666666666
1,6,worm,200.0,219,0.0,11.921875,3.571111111111111
1,7,worm,100.0,219,0.0,19.588541666666668,6.312916666666666
1,7,worm,200.0,42,0.0,16.1640625,5.3125
1,7,worm,200.0,137,0.0,15.541666666666666,5.158194444444445
1,7,worm,200.0,219,0.0,16.731770833333332,5.539444444444444
1,7,worm,30.0,137,0.0,20.552083333333332,6.586666666666667
1,7,worm,30.0,219,0.0,22.317708333333332,7.051805555555555
1,7,worm,100.0,42,0.0,18.739583333333332,6.015
1,7,worm,100.0,137,0.0,18.0390625,5.865972222222222
1,7,worm,1000.0,219,0.0,10.6015625,3.825277777777778
1,7,worm,3000.0,42,0.10416666666666667,7.0703125,2.678611111111111
1,7,worm,3000.0,137,0.0,7.1796875,2.7494444444444444
1,7,worm,3000.0,219,0.041666666666666664,8.1015625,3.11375
1,7,worm,10.0,42,0.0,23.109375,7.263055555555556
1,7,worm,10.0,137,0.0,22.263020833333332,7.063611111111111
1,7,worm,10.0,219,0.0,23.020833333333332,7.255972222222222
1,7,worm,30.0,42,0.0,22.078125,6.942638888888889
1,8,worm,10.0,42,0.0,22.6796875,7.066805555555556
1,8,worm,10.0,137,0.0,21.5234375,6.774305555555555
1,8,worm,10.0,219,0.0,22.442708333333332,7.0593055555555555
1,8,worm,30.0,42,0.0,19.908854166666668,6.1786111111111115
1,8,worm,500.0,137,0.22916666666666666,4.677083333333333,1.3319444444444444
1,8,worm,500.0,219,0.125,5.276041666666667,1.492361111111111
1,8,worm,1000.0,42,0.7083333333333334,2.3411458333333335,0.6568055555555555
1,8,worm,1000.0,137,0.7708333333333334,2.2890625,0.6397222222222222
1,7,worm,350.0,42,0.0,14.2421875,4.8213888888888885
1,7,worm,350.0,137,0.0,13.549479166666666,4.582638888888889
1,7,worm,350.0,219,0.0,14.536458333333334,4.957222222222223
1,7,worm,500.0,42,0.0,12.682291666666666,4.377916666666667
1,7,worm,500.0,137,0.0,11.6875,4.060694444444445
1,7,worm,500.0,219,0.0,12.927083333333334,4.495138888888889
1,7,worm,1000.0,42,0.020833333333333332,10.0625,3.616527777777778
1,7,worm,1000.0,137,0.0,9.5703125,3.475138888888889
1,9,worm,10.0,42,0.0,20.794270833333332,6.4425
1,9,worm,10.0,137,0.0,20.203125,6.334583333333334
1,9,worm,10.0,219,0.0,21.1953125,6.607222222222222
1,9,worm,30.0,42,0.0,16.763020833333332,5.1009722222222225
1,8,worm,100.0,219,0.0,15.401041666666666,4.668472222222222
1,8,worm,200.0,42,0.0,10.1171875,3.0141666666666667
1,8,worm,200.0,137,0.0,9.6875,2.922222222222222
1,8,worm,200.0,219,0.0,10.432291666666666,3.1169444444444445
1,8,worm,30.0,137,0.0,18.994791666666668,5.97
1,8,worm,30.0,219,0.0,20.6328125,6.440833333333333
1,8,worm,100.0,42,0.0,14.450520833333334,4.407361111111111
1,8,worm,100.0,137,0.0,13.744791666666666,4.226527777777778
1,9,worm,100.0,219,0.0,9.411458333333334,2.7404166666666665
1,9,worm,200.0,42,0.125,5.299479166666667,1.4731944444444445
1,9,worm,200.0,137,0.14583333333333334,4.963541666666667,1.4106944444444445
1,9,worm,200.0,219,0.08333333333333333,5.690104166666667,1.5834722222222222
1,8,worm,350.0,42,0.020833333333333332,6.940104166666667,1.9922222222222221
1,8,worm,350.0,137,0.0625,6.645833333333333,1.9213888888888888
1,8,worm,350.0,219,0.041666666666666664,7.020833333333333,2.0375
1,8,worm,500.0,42,0.125,5.1484375,1.4495833333333332
1,8,worm,1000.0,219,0.6666666666666666,2.5416666666666665,0.7044444444444444
1,8,worm,3000.0,42,0.9791666666666666,0.9348958333333334,0.26708333333333334
1,8,worm,3000.0,137,0.9791666666666666,0.8776041666666666,0.26666666666666666
1,8,worm,3000.0,219,1.0,0.8958333333333334,0.26819444444444446
1,9,worm,500.0,137,0.8541666666666666,1.8151041666666667,0.5472222222222223
1,9,worm,500.0,219,0.7083333333333334,2.1770833333333335,0.62625
1,9,worm,1000.0,42,0.9791666666666666,0.921875,0.3284722222222222
1,9,worm,1000.0,137,0.9583333333333334,0.9244791666666666,0.31319444444444444
1,9,worm,1000.0,219,0.9583333333333334,1.0833333333333333,0.3497222222222222
1,9,worm,3000.0,42,1.0,0.4140625,0.18069444444444444
1,9,worm,3000.0,137,1.0,0.4453125,0.18208333333333335
1,9,worm,3000.0,219,1.0,0.4869791666666667,0.18625
1,9,worm,30.0,137,0.0,15.869791666666666,4.864583333333333
1,9,worm,30.0,219,0.0,17.739583333333332,5.413888888888889
1,9,worm,100.0,42,0.0,9.395833333333334,2.72375
1,9,worm,100.0,137,0.0,8.703125,2.5548611111111112
1,10,worm,100.0,219,0.0,18.682291666666668,6.1379166666666665
1,10,worm,200.0,42,0.0,15.4921875,5.269722222222223
1,10,worm,200.0,137,0.0,14.625,5.032361111111111
1,10,worm,200.0,219,0.0,15.6875,5.405
1,10,worm,1000.0,219,0.0,11.153645833333334,4.370833333333334
1,10,worm,3000.0,42,0.0625,7.6484375,3.232361111111111
1,10,worm,3000.0,137,0.0,8.166666666666666,3.4793055555555554
1,10,worm,3000.0,219,0.0625,9.005208333333334,3.8105555555555557
1,9,worm,350.0,42,0.4166666666666667,3.1354166666666665,0.8648611111111111
1,9,worm,350.0,137,0.5,2.8619791666666665,0.8231944444444445
1,9,worm,350.0,219,0.4583333333333333,3.1953125,0.89375
1,9,worm,500.0,42,0.7916666666666666,1.9791666666666667,0.575
1,10,worm,10.0,42,0.0,23.091145833333332,7.262222222222222
1,10,worm,10.0,137,0.0,21.78125,6.951527777777778
1,10,worm,10.0,219,0.0,23.0390625,7.282916666666667
1,10,worm,30.0,42,0.0,21.283854166666668,6.759305555555556
1,11,worm,100.0,219,0.0,18.559895833333332,5.885
1,11,worm,200.0,42,0.0,15.028645833333334,4.792083333333333
1,11,worm,200.0,137,0.0,14.005208333333334,4.517361111111111
1,11,worm,200.0,219,0.0,15.377604166666666,4.937083333333334
1,11,worm,350.0,42,0.0,12.7578125,4.10625
1,11,worm,350.0,137,0.0,12.377604166666666,3.9891666666666667
1,11,worm,350.0,219,0.0,13.34375,4.335277777777778
1,11,worm,500.0,42,0.020833333333333332,11.1796875,3.6552777777777776
1,10,worm,30.0,137,0.0,20.416666666666668,6.570416666666667
1,10,worm,30.0,219,0.0,21.817708333333332,6.970555555555555
1,10,worm,100.0,42,0.0,17.981770833333332,5.902083333333334
1,10,worm,100.0,137,0.0,17.453125,5.79125
1,10,worm,350.0,42,0.0,14.348958333333334,5.058888888888889
1,10,worm,350.0,137,0.0,12.8515625,4.557777777777778
1,10,worm,350.0,219,0.0,13.989583333333334,4.995416666666666
1,10,worm,500.0,42,0.0,12.911458333333334,4.668055555555555
1,10,worm,500.0,137,0.0,11.2890625,4.155694444444444
1,10,worm,500.0,219,0.0,12.786458333333334,4.674861111111111
1,10,worm,1000.0,42,0.041666666666666664,9.916666666666666,3.8540277777777776
1,10,worm,1000.0,137,0.0,9.916666666666666,3.891388888888889
1,11,worm,1000.0,219,0.0,8.9609375,2.984861111111111
1,11,worm,3000.0,42,0.1875,5.875,1.9873611111111111
1,11,worm,3000.0,137,0.14583333333333334,5.8046875,1.9955555555555555
1,11,worm,3000.0,219,0.125,6.018229166666667,2.056388888888889
1,11,worm,10.0,42,0.0,23.104166666666668,7.246388888888889
1,11,worm,10.0,137,0.0,22.151041666666668,7.01625
1,11,worm,10.0,219,0.0,23.018229166666668,7.236666666666666
1,11,worm,30.0,42,0.0,21.721354166666668,6.805
1,11,worm,30.0,137,0.0,20.604166666666668,6.552777777777778
1,11,worm,30.0,219,0.0,21.9765625,6.936805555555556
1,11,worm,100.0,42,0.0,18.2109375,5.754861111111111
1,11,worm,100.0,137,0.0,17.184895833333332,5.487916666666667
1,11,worm,500.0,137,0.0,10.666666666666666,3.468888888888889
1,11,worm,500.0,219,0.0,11.653645833333334,3.814722222222222
1,11,worm,1000.0,42,0.020833333333333332,8.796875,2.9033333333333333
1,11,worm,1000.0,137,0.020833333333333332,8.111979166666666,2.6847222222222222
1,12,worm,10.0,42,0.0,20.236979166666668,6.210416666666666
1,12,worm,10.0,137,0.0,19.705729166666668,6.112638888888889
1,12,worm,10.0,219,0.0,20.4296875,6.295972222222222
1,12,worm,30.0,42,0.0,15.177083333333334,4.4975
1,12,worm,30.0,137,0.0,14.09375,4.223333333333334
1,12,worm,30.0,219,0.0,14.838541666666666,4.4319444444444445
1,12,worm,100.0,42,0.020833333333333332,6.700520833333333,1.8547222222222222
1,12,worm,100.0,137,0.08333333333333333,6.1953125,1.7933333333333332
1,12,worm,1000.0,219,1.0,0.6119791666666666,0.2808333333333333
1,12,worm,3000.0,42,1.0,0.3046875,0.16361111111111112
1,12,worm,3000.0,137,1.0,0.2552083333333333,0.1540277777777778
1,12,worm,3000.0,219,1.0,0.2682291666666667,0.1609722222222222
1,13,worm,30.0,137,0.0,19.9296875,6.374444444444444
1,13,worm,30.0,219,0.0,21.5625,6.841388888888889
1,13,worm,100.0,42,0.0,17.354166666666668,5.604027777777778
1,13,worm,100.0,137,0.0,16.588541666666668,5.406666666666666
1,12,worm,500.0,137,1.0,1.03125,0.41347222222222224
1,12,worm,500.0,219,0.875,1.3020833333333333,0.46847222222222223
1,12,worm,1000.0,42,1.0,0.5286458333333334,0.2722222222222222
1,12,worm,1000.0,137,1.0,0.6171875,0.25958333333333333
1,12,worm,100.0,219,0.020833333333333332,6.890625,1.9430555555555555
1,12,worm,200.0,42,0.5,3.2552083333333335,0.9384722222222223
1,12,worm,200.0,137,0.5208333333333334,3.0729166666666665,0.9359722222222222
1,12,worm,200.0,219,0.5,3.2890625,0.975
1,12,worm,350.0,42,0.9166666666666666,1.7630208333333333,0.5886111111111111
1,12,worm,350.0,137,0.8541666666666666,1.5755208333333333,0.5568055555555556
1,12,worm,350.0,219,0.7916666666666666,1.96875,0.6233333333333333
1,12,worm,500.0,42,0.9791666666666666,1.2083333333333333,0.4486111111111111
1,13,worm,10.0,42,0.0,23.03125,7.232638888888889
1,13,worm,10.0,137,0.0,22.059895833333332,7.00375
1,13,worm,10.0,219,0.0,22.864583333333332,7.20875
1,13,worm,30.0,42,0.0,21.065104166666668,6.645416666666667
1,13,worm,1000.0,219,0.0,9.380208333333334,3.3325
1,13,worm,3000.0,42,0.14583333333333334,6.578125,2.4184722222222224
1,13,worm,3000.0,137,0.0,6.513020833333333,2.413472222222222
1,13,worm,3000.0,219,0.0625,6.9609375,2.585
1,13,worm,100.0,219,0.0,17.927083333333332,5.796111111111111
1,13,worm,200.0,42,0.0,15.182291666666666,4.985416666666667
1,13,worm,200.0,137,0.0,14.760416666666666,4.884444444444444
1,13,worm,200.0,219,0.0,15.15625,5.0159722222222225
1,13,worm,500.0,137,0.0,10.3984375,3.597916666666667
1,13,worm,500.0,219,0.0,11.669270833333334,4.023888888888889
1,13,worm,1000.0,42,0.020833333333333332,9.177083333333334,3.2286111111111113
1,13,worm,1000.0,137,0.020833333333333332,8.8046875,3.1433333333333335
1,13,worm,350.0,42,0.020833333333333332,12.59375,4.265
1,13,worm,350.0,137,0.0,12.125,4.114722222222222
1,13,worm,350.0,219,0.0,13.140625,4.477916666666666
1,13,worm,500.0,42,0.0,11.322916666666666,3.8766666666666665
1,14,worm,30.0,137,0.0,20.075520833333332,6.368888888888889
1,14,worm,30.0,219,0.0,21.325520833333332,6.720277777777778
1,14,worm,100.0,42,0.0,16.96875,5.328055555555555
1,14,worm,100.0,137,0.0,16.302083333333332,5.158055555555555
1,14,worm,100.0,219,0.0,17.083333333333332,5.382777777777778
1,14,worm,200.0,42,0.0,13.7109375,4.329166666666667
1,14,worm,200.0,137,0.0,12.575520833333334,3.9955555555555557
1,14,worm,200.0,219,0.0,14.213541666666666,4.504444444444444
1,14,worm,10.0,42,0.0,22.958333333333332,7.190277777777778
1,14,worm,10.0,137,0.0,22.005208333333332,6.955
1,14,worm,10.0,219,0.0,22.6796875,7.1248611111111115
1,14,worm,30.0,42,0.0,20.994791666666668,6.577222222222222
1,14,worm,350.0,42,0.0,11.309895833333334,3.579861111111111
1,14,worm,350.0,137,0.041666666666666664,10.666666666666666,3.379861111111111
1,14,worm,350.0,219,0.0,11.497395833333334,3.674027777777778
1,14,worm,500.0,42,0.0625,9.643229166666666,3.066527777777778
1,14,worm,500.0,137,0.041666666666666664,9.1640625,2.9243055555555557
1,14,worm,500.0,219,0.0,9.890625,3.171527777777778
1,14,worm,1000.0,42,0.125,7.203125,2.3202777777777777
1,14,worm,1000.0,137,0.08333333333333333,7.0078125,2.2752777777777777
1,15,worm,500.0,137,0.0,11.958333333333334,4.2276388888888885
1,15,worm,500.0,219,0.0,13.403645833333334,4.75
1,15,worm,1000.0,42,0.020833333333333332,10.9140625,3.9929166666666664
1,15,worm,1000.0,137,0.0,9.6796875,3.6034722222222224
1,14,worm,1000.0,219,0.020833333333333332,7.447916666666667,2.4279166666666665
1,14,worm,3000.0,42,0.2708333333333333,5.033854166666667,1.6601388888888888
1,14,worm,3000.0,137,0.25,5.109375,1.6997222222222221
1,14,worm,3000.0,219,0.125,5.359375,1.7858333333333334
1,16,worm,30.0,137,0.0,18.177083333333332,5.709305555555556
1,16,worm,30.0,219,0.0,19.338541666666668,6.044722222222222
1,16,worm,100.0,42,0.0,13.309895833333334,4.070972222222222
1,16,worm,100.0,137,0.0,12.0625,3.723611111111111
1,15,worm,10.0,42,0.0,23.0625,7.2444444444444445
1,15,worm,10.0,137,0.0,22.106770833333332,7.024166666666667
1,15,worm,10.0,219,0.0,22.809895833333332,7.201944444444444
1,15,worm,30.0,42,0.0,21.1875,6.685
1,15,worm,30.0,137,0.0,19.994791666666668,6.417083333333333
1,15,worm,30.0,219,0.0,21.8515625,6.933055555555556
1,15,worm,100.0,42,0.0,18.03125,5.836944444444445
1,15,worm,100.0,137,0.0,17.205729166666668,5.630416666666667
1,15,worm,350.0,42,0.0,13.8984375,4.789305555555556
1,15,worm,350.0,137,0.0,13.296875,4.585833333333333
1,15,worm,350.0,219,0.0,14.291666666666666,4.973194444444444
1,15,worm,500.0,42,0.0,13.2734375,4.634444444444444
1,15,worm,100.0,219,0.0,18.755208333333332,6.087083333333333
1,15,worm,200.0,42,0.0,15.888020833333334,5.256666666666667
1,15,worm,200.0,137,0.0,15.5234375,5.201388888888889
1,15,worm,200.0,219,0.0,16.325520833333332,5.470694444444445
1,16,worm,350.0,42,0.0625,6.645833333333333,1.93875
1,16,worm,350.0,137,0.14583333333333334,6.020833333333333,1.7927777777777778
1,16,worm,350.0,219,0.041666666666666664,6.9296875,2.03375
1,16,worm,500.0,42,0.25,5.223958333333333,1.48375
1,15,worm,1000.0,219,0.0,11.393229166666666,4.207638888888889
1,15,worm,3000.0,42,0.08333333333333333,7.489583333333333,2.9184722222222224
1,15,worm,3000.0,137,0.0,8.044270833333334,3.16375
1,15,worm,3000.0,219,0.041666666666666664,8.533854166666666,3.36125
1,16,worm,10.0,42,0.0,22.395833333333332,6.972222222222222
1,16,worm,10.0,137,0.0,20.895833333333332,6.603194444444444
1,16,worm,10.0,219,0.0,22.330729166666668,6.998194444444445
1,16,worm,30.0,42,0.0,19.2265625,5.951388888888889
1,16,worm,1000.0,219,0.4791666666666667,3.3177083333333335,0.9488888888888889
1,16,worm,3000.0,42,0.7708333333333334,1.7682291666666667,0.48569444444444443
1,16,worm,3000.0,137,0.8125,1.8151041666666667,0.5047222222222222
1,16,worm,3000.0,219,0.8125,1.7630208333333333,0.5005555555555555
1,17,worm,30.0,137,0.0,25.955729166666668,8.982222222222223
1,17,worm,30.0,219,0.0,28.427083333333332,9.766527777777778
1,17,worm,100.0,42,0.0,26.744791666666668,10.147916666666667
1,17,worm,100.0,137,0.0,26.190104166666668,9.959027777777777
1,16,worm,100.0,219,0.0,13.403645833333334,4.108055555555556
1,16,worm,200.0,42,0.0,9.40625,2.808611111111111
1,16,worm,200.0,137,0.041666666666666664,8.7265625,2.6268055555555554
1,16,worm,200.0,219,0.0,9.7890625,2.9277777777777776
1,18,worm,10.0,42,0.0,22.825520833333332,7.1175
1,18,worm,10.0,137,0.0,21.731770833333332,6.84625
1,18,worm,10.0,219,0.0,22.536458333333332,7.093194444444444
1,18,worm,30.0,42,0.0,20.466145833333332,6.352222222222222
1,16,worm,500.0,137,0.25,4.716145833333333,1.3870833333333332
1,16,worm,500.0,219,0.20833333333333334,5.1796875,1.5179166666666666
